site_id,Organization Name,Approved On Street,Borough Name,Approved From Street,Approved To Street,apprDaysWe,Status Type,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,apprEndDat,lionversion,segment_count,mapped_length_source_units,program_type,weekly_approved_hours,approved_days_per_week,invalid_time_records,approved_start_date,approved_end_date,listed_period_days,approved_open_days_over_period,total_approved_hours,total_hours_flag,geometry_wkt
OS164,PS 28 Mount Hope,MOUNT HOPE PLACE,Bronx,MONROE AVENUE,ANTHONY AVENUE,fri,approvedFullSchools,,,,,,,,,10:00,14:00,,,,,09/05/2024,06/27/2025,23C,1,708.662417372,Full Closure: Schools,4.0,1,0,2024-09-05,2025-06-27,296,43,172.0,ok,"MULTILINESTRING ((-73.904811 40.848154, -73.903565 40.847908), (-73.906044 40.848397, -73.905427 40.848275), (-73.904896 40.84817, -73.904811 40.848154), (-73.905145 40.84822, -73.904896 40.84817), (-73.905427 40.848275, -73.905145 40.84822))"
OS165,IS 117: Joseph H. Wade School,MORRIS AVENUE,Bronx,MOUNT HOPE PLACE,EAST 176 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,14:00,15:00,14:00,15:00,14:00,15:00,14:00,15:00,14:00,15:00,,,,,09/05/2024,06/27/2025,23C,1,310.145278233,Full Closure: Schools,5.0,5,0,2024-09-05,2025-06-27,296,212,212.0,ok,"MULTILINESTRING ((-73.908581 40.848023, -73.908502 40.848259), (-73.908502 40.848259, -73.908469 40.848356), (-73.908469 40.848356, -73.908304 40.848847))"
OS166,Community League of the Heights (CLOTH),WEST 164 STREET,Manhattan,AMSTERDAM AVENUE,EDGECOMBE AVENUE,"mon,tue,wed,thu,fri",approvedFull,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,07/08/2024,08/16/2024,23C,1,573.977537296,Full Closure,40.0,5,0,2024-07-08,2024-08-16,40,30,240.0,ok,"MULTILINESTRING ((-73.937024 40.836469, -73.937489 40.836664), (-73.937489 40.836664, -73.937946 40.836856), (-73.937946 40.836856, -73.938005 40.83688), (-73.938318 40.837011, -73.93884 40.83723), (-73.938148 40.83694, -73.938208 40.836965), (-73.938208 40.836965, -73.938318 40.837011), (-73.938005 40.83688, -73.938086 40.836914), (-73.938086 40.836914, -73.938148 40.83694))"
OS167,Family Unity in Our Community Incorporated,109 AVENUE,Queens,159 STREET,160 STREET,sat,approvedFull,,,,,,,,,,,11:00,16:00,,,07/13/2024,08/24/2024,23C,1,242.384532188,Full Closure,5.0,1,0,2024-07-13,2024-08-24,43,7,35.0,ok,"MULTILINESTRING ((-73.792892 40.69379, -73.792827 40.693817), (-73.792827 40.693817, -73.792781 40.693837), (-73.792649 40.693894, -73.792603 40.693914), (-73.792603 40.693914, -73.79213 40.694116), (-73.792781 40.693837, -73.792739 40.693855), (-73.792739 40.693855, -73.792691 40.693876), (-73.792691 40.693876, -73.792649 40.693894))"
OS168,PS 64M Robert Simon School,EAST 5 STREET,Manhattan,AVENUE C,DEAD END,"mon,tue,wed,thu,fri",approvedFullSchools,10:00,13:00,10:00,13:00,10:00,13:00,10:00,13:00,10:00,13:00,,,,,09/05/2024,06/27/2025,23C,1,545.983921919,Full Closure: Schools,15.0,5,0,2024-09-05,2025-06-27,296,212,636.0,ok,"MULTILINESTRING ((-73.980534 40.723241, -73.979727 40.722891), (-73.980574 40.723259, -73.980534 40.723241), (-73.980607 40.723273, -73.980574 40.723259), (-73.980766 40.723342, -73.980727 40.723325), (-73.980688 40.723308, -73.980649 40.723291), (-73.980649 40.723291, -73.980607 40.723273), (-73.980727 40.723325, -73.980688 40.723308), (-73.98097 40.723431, -73.980933 40.723415), (-73.98113 40.7235, -73.981086 40.723481), (-73.981437 40.723634, -73.98113 40.7235), (-73.981047 40.723464, -73.98101 40.723448), (-73.98101 40.723448, -73.98097 40.723431), (-73.981086 40.723481, -73.981047 40.723464), (-73.980889 40.723395, -73.980851 40.723379), (-73.980933 40.723415, -73.980889 40.723395), (-73.980808 40.72336, -73.980766 40.723342), (-73.980851 40.723379, -73.980808 40.72336))"
OS169,Middle School 390,ANDREWS AVENUE SOUTH,Bronx,WEST BURNSIDE AVENUE,WEST 179 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,,,,,09/05/2024,06/27/2025,23C,1,608.928802514,Full Closure: Schools,45.0,5,0,2024-09-05,2025-06-27,296,212,1908.0,ok,"MULTILINESTRING ((-73.913849 40.853811, -73.913832 40.85393), (-73.913832 40.85393, -73.912761 40.855251))"
OS170,West 111th Street Block Association,AMSTERDAM AVENUE,Manhattan,CATHEDRAL PARKWAY,WEST 111 STREET,"sat,sun",approvedFull,,,,,,,,,,,10:00,00:00,10:00,00:00,03/16/2024,12/29/2024,23C,1,272.883111581,Full Closure,28.0,2,0,2024-03-16,2024-12-29,289,84,1176.0,ok,"MULTILINESTRING ((-73.963861 40.802972, -73.963679 40.803222), (-73.963679 40.803222, -73.963388 40.803629))"
OS171,PS 146 Brooklyn New School,RAPELYE STREET,Brooklyn,HICKS STREET,HENRY STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,,,,,09/05/2024,06/27/2025,23C,1,459.600353601,Full Closure: Schools,37.5,5,0,2024-09-05,2025-06-27,296,212,1590.0,ok,"MULTILINESTRING ((-74.002138 40.680346, -74.00134 40.680121), (-74.002894 40.680559, -74.002138 40.680346))"
OS172,Uptown & Boogie Healthy Project,EAST 212 STREET,Bronx,WHITE PLAINS ROAD,WHITE PLAINS ROAD,sat,approvedFull,,,,,,,,,,,09:00,15:00,,,06/01/2024,11/24/2024,23C,1,76.9229923148,Full Closure,6.0,1,0,2024-06-01,2024-11-24,177,26,156.0,ok,"MULTILINESTRING ((-73.86577 40.87856, -73.865574 40.878497), (-73.865832 40.878576, -73.86577 40.87856))"
OS173,The École,EAST 22 STREET,Manhattan,PARK AVENUE SOUTH,LEXINGTON AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,09:30,14:00,09:30,14:00,09:30,14:00,09:30,14:00,09:30,14:00,,,,,06/30/2024,06/27/2025,23C,1,489.022201213,Full Closure: Schools,22.5,5,0,2024-06-30,2025-06-27,363,260,1170.0,ok,"MULTILINESTRING ((-73.986472 40.739363, -73.985232 40.73884), (-73.986774 40.739493, -73.986472 40.739363))"
OS174,The Brooklyn Bazaar Festival Inc.,LEXINGTON AVENUE,Brooklyn,CLASSON AVENUE,GRAND AVENUE,"sat,sun",approvedFull,,,,,,,,,,,14:00,22:00,14:00,22:00,05/25/2024,10/26/2024,23C,1,794.131025284,Full Closure,16.0,2,0,2024-05-25,2024-10-26,155,45,360.0,ok,"MULTILINESTRING ((-73.962398 40.686352, -73.962072 40.68639), (-73.962072 40.68639, -73.959568 40.686683))"
OS175,City-As School: High School M560,CLARKSON STREET,Manhattan,VARICK STREET,HUDSON STREET,"mon,tue,wed,thu,fri",approvedFullSchools,10:30,15:00,10:30,15:00,10:30,15:00,10:30,15:00,10:30,15:00,,,,,09/05/2024,06/27/2025,23C,1,513.176058027,Full Closure: Schools,22.5,5,0,2024-09-05,2025-06-27,296,212,954.0,ok,"MULTILINESTRING ((-74.005172 40.729447, -74.005424 40.72934), (-74.005424 40.72934, -74.006973 40.729495))"
OS176,PS3 Charrette School,GROVE STREET,Manhattan,HUDSON STREET,BEDFORD STREET,"mon,tue,wed,thu,fri",approvedFullSchools,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,09/05/2024,06/27/2025,23C,1,292.843963061,Full Closure: Schools,37.5,5,0,2024-09-05,2025-06-27,296,212,1590.0,ok,"MULTILINESTRING ((-74.006501 40.732426, -74.005794 40.732372), (-74.005794 40.732372, -74.005463 40.732448))"
OS177,"Youth Ministries for Peace and Justice, Inc.",HARROD PLACE,Bronx,WESTCHESTER AVENUE,MORRISON AVENUE,sat,approvedFull,,,,,,,,,,,10:00,17:00,,,05/11/2024,11/02/2024,23C,1,413.279466827,Full Closure,7.0,1,0,2024-05-11,2024-11-02,176,26,182.0,ok,"MULTILINESTRING ((-73.874438 40.829047, -73.873634 40.829276), (-73.873634 40.829276, -73.873729 40.829753))"
OS178,SONNYBOY,RIVINGTON STREET,Manhattan,ALLEN STREET,ALLEN STREET,"tue,wed,thu,fri,sat,sun",approvedFull,,,16:45,23:00,16:45,23:00,10:00,23:00,10:00,23:45,10:00,23:45,10:00,23:00,03/01/2024,11/30/2024,23C,1,80.5568056913,Full Closure,66.0,6,0,2024-03-01,2024-11-30,275,236,2601.5,ok,"MULTILINESTRING ((-73.98972 40.720479, -73.989585 40.720437), (-73.989855 40.72052, -73.98972 40.720479))"
OS179,Friends of Cooper Park,MASPETH AVENUE,Brooklyn,HUMBOLDT STREET,WOODPOINT ROAD,sat,approvedFull,,,,,,,,,,,07:00,19:00,,,05/25/2024,06/15/2024,23C,1,177.374208796,Full Closure,12.0,1,0,2024-05-25,2024-06-15,22,4,48.0,ok,"MULTILINESTRING ((-73.942735 40.714868, -73.94259 40.714877), (-73.94259 40.714877, -73.942161 40.715063))"
OS180,The Dock Street School for STEAM Studies,DOCK STREET,Brooklyn,FRONT STREET,WATER STREET,"mon,tue,wed,thu,fri",approvedFullSchools,11:15,12:45,11:15,12:45,11:15,12:45,11:15,12:45,11:15,12:45,,,,,09/05/2024,06/27/2025,23C,1,256.51755163,Full Closure: Schools,7.5,5,0,2024-09-05,2025-06-27,296,212,318.0,ok,"MULTILINESTRING ((-73.992573 40.702781, -73.992507 40.702612), (-73.992547 40.703308, -73.992573 40.702781))"
OS181,Van Duzer Civic Association,WATER STREET,Staten Island,BEACH STREET,CANAL STREET,sat,approvedFull,,,,,,,,,,,12:00,17:00,,,06/01/2024,09/28/2024,23C,1,429.93480255,Full Closure,5.0,1,0,2024-06-01,2024-09-28,120,18,90.0,ok,"MULTILINESTRING ((-74.077662 40.626996, -74.077901 40.626931), (-74.07638 40.627138, -74.077662 40.626996))"
OS182,"Banana Kelly Community Improvement Association, Inc.",SIMPSON STREET,Bronx,EAST 163 STREET,FOX STREET,"sat,sun",approvedFull,,,,,,,,,,,11:00,18:00,11:00,18:00,06/22/2024,08/10/2024,23C,1,504.242528274,Full Closure,14.0,2,0,2024-06-22,2024-08-10,50,15,105.0,ok,"MULTILINESTRING ((-73.893895 40.81986, -73.892902 40.820811), (-73.892902 40.820811, -73.892837 40.820974))"
OS183,Ballet Tech School,BROADWAY,Manhattan,EAST 20 STREET,EAST 19 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,09:30,12:30,09:30,12:30,09:30,12:30,09:30,12:30,09:30,12:30,,,,,09/05/2024,06/27/2025,23C,1,260.480780972,Full Closure: Schools,15.0,5,0,2024-09-05,2025-06-27,296,212,636.0,ok,"MULTILINESTRING ((-73.989956 40.738477, -73.989884 40.738736), (-73.989884 40.738736, -73.989765 40.739177))"
OS184,Bright Leaders Group Family Day Care Inc.,GRAND AVENUE,Bronx,WEST BURNSIDE AVENUE,WEST TREMONT AVENUE,fri,approvedFullSchools,,,,,,,,,12:30,16:00,,,,,07/12/2024,09/06/2024,23C,1,844.837048985,Full Closure: Schools,3.5,1,0,2024-07-12,2024-09-06,57,9,31.5,ok,"MULTILINESTRING ((-73.910777 40.851939, -73.910783 40.852081, -73.910783 40.852081, -73.910783 40.852081, -73.91077 40.852225, -73.91077 40.852225, -73.91077 40.852225, -73.910737 40.852369, -73.910737 40.852369, -73.910737 40.852369, -73.910685 40.85251, -73.910684 40.85251, -73.910684 40.85251, -73.910613 40.852647, -73.910613 40.852647, -73.910613 40.852647, -73.910524 40.852776, -73.910524 40.852776, -73.910524 40.852776, -73.910419 40.852897, -73.910419 40.852897, -73.910419 40.852897, -73.9103 40.853007), (-73.9103 40.853007, -73.90943 40.853959))"
OS185,Chauncey Street Block & Tenants Association,CHAUNCEY STREET,Brooklyn,HOWARD AVENUE,SARATOGA AVENUE,sat,approvedLimited,,,,,,,,,,,10:00,18:00,,,03/01/2024,10/31/2024,23C,1,769.620395073,Limited Local Access,8.0,1,0,2024-03-01,2024-10-31,245,35,280.0,ok,"MULTILINESTRING ((-73.91972 40.681519, -73.917355 40.681792), (-73.917355 40.681792, -73.916976 40.681834))"
OS186,Salsa Stories,BECK STREET,Bronx,LEGGETT AVENUE,AVENUE ST JOHN,fri,approvedFull,,,,,,,,,18:00,21:00,,,,,08/02/2024,08/23/2024,23C,1,619.314479576,Full Closure,3.0,1,0,2024-08-02,2024-08-23,22,4,12.0,ok,"MULTILINESTRING ((-73.902219 40.814493, -73.90145 40.814709), (-73.90145 40.814709, -73.90012 40.815083))"
OS187,Hellenic Classical Charter Schools,18 STREET,Brooklyn,5 AVENUE,4 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,08:15,15:35,08:15,15:35,08:15,15:35,08:15,15:35,08:15,15:35,,,,,09/05/2024,06/27/2025,23C,1,782.228338585,Full Closure: Schools,36.666666666666664,5,0,2024-09-05,2025-06-27,296,212,1554.6666666666665,ok,"MULTILINESTRING ((-73.992007 40.663232, -73.991673 40.663029), (-73.993876 40.664368, -73.992007 40.663232))"
OS188,DHS Block Association,DECATUR STREET,Brooklyn,HOWARD AVENUE,SARATOGA AVENUE,sat,approvedLimited,,,,,,,,,,,12:00,20:00,,,05/25/2024,10/26/2024,23C,1,769.964464111,Limited Local Access,8.0,1,0,2024-05-25,2024-10-26,155,23,184.0,ok,"MULTILINESTRING ((-73.920011 40.682987, -73.917648 40.683259), (-73.917648 40.683259, -73.917266 40.683303))"
